orgName,siteName,siteId,monitorBrand,monitorType,monitorName,monitorId,assetType,assetModel,assetSn,dcSize,acSize,diagnoId,installDate,faultCode,faultName,faultStartdate,faultEnddate,
Woolworths,WOW SA 5003 Cumberland Park,9eb8924e-0476-4ac2-82c9-6f5889928c76,sma,Proprietary,WOW SA 5003 Cumberland Park,d51252f8-0561-46a1-afc3-2a810f2b9cc9,Inverter,STP 60-10,139F5003189701N287,61.18,60000,d51252f8-0561-46a1-afc3-2a810f2b9cc9,2018-07-02 0:00:00,L1F003,Zero Generation,2023/01/01,2023/04/29,
Woolworths,WOW SA 5601 Port Augusta,48af77b3-3666-4283-b771-43e21450ea21,sma,Proprietary,WOW SA 5601 Port Augusta,6b3e5610-1a5f-4fe3-831e-e59e7ed3fdcb,Inverter,STP 60-10,139F5009186401N118,61.22,60000,6b3e5610-1a5f-4fe3-831e-e59e7ed3fdcb,2022-08-04 0:00:00,L1F000,No Data,2023/01/01,2023/06/01,
Woolworths,WOW SA 5630 Mitcham,1ed3ac8c-2fc4-44a7-9d19-859bc5c1c6ce,sma,Proprietary,WOW SA 5630 Mitcham,06be4560-5285-46a7-9d89-04b617ebf132,Inverter,STP 25000TL-30,1900701818,24.96,25000,06be4560-5285-46a7-9d89-04b617ebf132,2017-12-12 0:00:00,L1F012,Night-Time Generation,2023/02/17,2023/02/17,
Woolworths,WOW SA 5630 Mitcham,1ed3ac8c-2fc4-44a7-9d19-859bc5c1c6ce,sma,Proprietary,WOW SA 5630 Mitcham,06be4560-5285-46a7-9d89-04b617ebf132,Inverter,STP 25000TL-30,1900701818,24.96,25000,06be4560-5285-46a7-9d89-04b617ebf132,2017-12-12 0:00:00,L1F014,Excessive Generation,2023/02/17,2023/02/17,
Woolworths,WOW SA 5630 Mitcham,1ed3ac8c-2fc4-44a7-9d19-859bc5c1c6ce,sma,Proprietary,WOW SA 5630 Mitcham,033a9d97-c1fc-4324-aa0c-b16255fabbf7,Inverter,STP 25000TL-30,1900701862,24.96,25000,033a9d97-c1fc-4324-aa0c-b16255fabbf7,2017-12-12 0:00:00,L1F004,Recurring Underperformance,2023/01/06,2023/01/10,
Woolworths,WOW SA 5671 Waikerie,716f52f9-2c1e-4b94-858b-7ac9bb10d935,sma,Proprietary,WOW SA 5671 Waikerie,06c4b9a5-208c-4607-b5d4-1b4a36b49daa,Inverter,STP 60-10,139F5009129001N098,65.71,60000,06c4b9a5-208c-4607-b5d4-1b4a36b49daa,2018-08-17 0:00:00,L1F003,Zero Generation,2022/11/26,2023/04/29,
Woolworths,WOW SA 5681 Virginia,5943051,sma,Proprietary,WOW SA 5681 Virginia,6090513,Inverter,STP50-40,3008330394,60.03,50000,6090513,2020-10-12 0:00:00,L1F002,Generation Clipping,2023/01/02,2023/01/06,
Woolworths,WOW SA 5682 Mt Barker,adafe942-a41f-499a-9821-64521c267609,sma,Proprietary,WOW SA 5682 Mt Barker,73a37c31-2561-40a7-b714-e097c66cd8c5,Inverter,STP 60-10,139F5006959601N329,100.05,60000,73a37c31-2561-40a7-b714-e097c66cd8c5,2020-08-27 0:00:00,L1F002,Generation Clipping,2022/12/23,2023/01/02,
Woolworths,WOW SA 5685 Loxton,3fd3ed47-95e5-44d1-86b1-841f2d124fc0,sma,Proprietary,WOW SA 5685 Loxton,41ab83a2-b050-4b22-a592-46e5489f19fb,Inverter,STP 15000TL-30,1901234133,16.66,15000,41ab83a2-b050-4b22-a592-46e5489f19fb,2018-07-19 0:00:00,L1S001,Exemplar Data AC,2023/01/02,2023/01/07,
Woolworths,WOW SA 5685 Loxton,3fd3ed47-95e5-44d1-86b1-841f2d124fc0,sma,Proprietary,WOW SA 5685 Loxton,41ab83a2-b050-4b22-a592-46e5489f19fb,Inverter,STP 15000TL-30,1901234133,16.66,15000,41ab83a2-b050-4b22-a592-46e5489f19fb,2018-07-19 0:00:00,L1F011,Non-Zero Tripping,2022/12/06,2022/12/12,
Woolworths,WOW SA 5739 Christies Beach,6039638,sma,Proprietary,WOW SA 5739 Christies Beach,6039648,Inverter,STP50-40,3008330409,54.94,50000,6039648,2020-12-01 0:00:00,L1S001,Exemplar Data AC,2022/12/22,2022/12/26,
Woolworths,WOW SA 5798 Brighton,5708376,sma,Proprietary,WOW SA 5798 Brighton,5708442,Inverter,STP 25000TL-30,1901369343,28.54,25000,5708442,2020-08-10 0:00:00,L1S001,Exemplar Data AC,2023/01/06,2023/01/10,
Woolworths,WOW TAS 7063 Port Sorell,7291500,sma,Proprietary,WOW TAS 7063 Port Sorell,7291508,Inverter,STP 110-60,A2142712265,99.9,110000,7291508,2021-11-25 0:00:00,L1F000,No Data,2023/01/10,2023/04/25,
Woolworths,WOW TAS 7216 Legana,7620179,sma,Proprietary,WOW TAS 7216 Legana,7620186,Inverter,STP 110-60,A2142712298,99.9,110000,7620186,2022-02-15 0:00:00,L1F000,No Data,2023/03/11,2023/04/25,
Woolworths,WOW VIC 3002 Cowes,7721836,sma,Proprietary,WOW VIC 3002 Cowes,7721843,Inverter,STP 110-60,A2130101690,99.88,110000,7721843,2022-03-15 0:00:00,L1F000,No Data,2023/03/07,2023/04/25,
Woolworths,WOW VIC 3004 Emerald,7509818,sma,Proprietary,WOW VIC 3004 Emerald,7509828,Inverter,STP 110-60,A2142712164,99.9,110000,7509828,2022-01-17 0:00:00,L1F011,Non-Zero Tripping,2023/02/14,2023/02/18,
Woolworths,WOW VIC 3108 Boronia Junction,1122995,sungrow,Proprietary,WOW VIC 3108 Boronia Junction,1122995_1_2_1,Inverter,SG110CX,A2151904440,105.5,110000,1122995_1_2_1,2021-12-17 12:50:46,L1F000,No Data,2023/03/05,2023/05/23,
Woolworths,WOW VIC 3092 Portarlington,1159790,sungrow,Proprietary,WOW VIC 3092 Portarlington,1159790_1_1_1,Inverter,SG110CX,A2190602196,99,110000,f30df05b-254b-44bb-ba47-3b16ecae8ae9,2022-08-03 0:00:00,L1F011,Non-Zero Tripping,2023/02/14,2023/02/18,
Woolworths,WOW VIC 3124 Chelsea,1171208,sungrow,Proprietary,WOW VIC 3124 Chelsea,1171208_1_1_1,Inverter,SG110CX,A2190602125,135.24,110000,1171208_1_1_1,2022-09-30 13:59:58,L1F002,Generation Clipping,2023/02/07,2023/02/11,
Woolworths,WOW VIC 3135 Moonee Ponds,706678,sma,Proprietary,WOW VIC 3135 Moonee Ponds,8941739,Inverter,STP 25000TL-30,1901385406,27.77,25000,8941739,2019-03-08 0:00:00,L1F011,Non-Zero Tripping,2023/02/14,2023/02/19,
Woolworths,WOW VIC 3136 Middle Brighton,3f87879d-744e-4eef-ad7f-4a856f2eeb9e,sungrow,Proprietary,WOW VIC 3136 Middle Brighton,1135468_1_3_1,Inverter,NaN,NaN,49.91,NaN,1135468_1_3_1,NaN,L1F001,Generation Tripping,2023/04/13,2023/04/13,
Woolworths,WOW VIC 3143 Ferntree Gully,1162569,sungrow,Proprietary,WOW VIC 3143 Ferntree Gully,1162569_1_1_1,Inverter,SG110CX,A2161806262,99.82,110000,1162569_1_1_1,2022-08-17 14:59:45,L1F003,Zero Generation,2023/02/09,2023/02/11,
Woolworths,WOW VIC 3143 Ferntree Gully,1162569,sungrow,Proprietary,WOW VIC 3143 Ferntree Gully,1162569_1_1_1,Inverter,SG110CX,A2161806262,99.82,110000,1162569_1_1_1,2022-08-17 14:59:45,L1F003,Zero Generation,2023/02/14,2023/02/15,
Woolworths,WOW VIC 3153 Glen Huntly,1156500,sungrow,Proprietary,WOW VIC 3153 Glen Huntly,1156500_1_1_1,Inverter,SG110CX,A2182503996,110,110000,1156500_1_1_1,2022-07-18 7:48:42,L1F003,Zero Generation,2023/02/08,2023/02/11,
Woolworths,WOW VIC 3161 Moorabbin,1188840,sungrow,Proprietary,WOW VIC 3161 Moorabbin,1188840_1_2_1,Inverter,SG110CX,A2232450191,110,110000,1188840_1_2_1,2022-12-13 11:13:46,L1F002,Generation Clipping,2023/02/07,2023/02/11,
Woolworths,WOW VIC 3259 Monbulk,1215481,sungrow,Proprietary,WOW VIC 3259 Monbulk,1215481_1_1_1,Inverter,SG110CX,A2161806207,99.82,110000,1215481_1_1_1,2023-04-05 8:16:23,L1F003,Zero Generation,2023/05/23,2023/05/24,
Woolworths,WOW VIC 3260 Portland,1132679,sungrow,Proprietary,WOW VIC 3260 Portland,1132679_1_2_1,Inverter,SG110CX,A2161806161,99.82,110000,1132679_1_2_1,2022-02-18 10:11:13,L1F012,Night-Time Generation,2023/02/22,2023/02/22,
Woolworths,WOW VIC 3260 Portland,1132679,sungrow,Proprietary,WOW VIC 3260 Portland,1132679_1_2_1,Inverter,SG110CX,A2161806161,99.82,110000,1132679_1_2_1,2022-02-18 10:11:13,L1F012,Night-Time Generation,2023/05/11,2023/05/15,
Woolworths,WOW VIC 3267 Preston South,3187215,sma,Proprietary,WOW VIC 3267 Preston South,3187225,Inverter,STP 15000TL-30,1901319990,16.66,15000,3187225,2020-01-21 0:00:00,L1S001,Exemplar Data AC,2022/12/18,2022/12/19,
Woolworths,WOW VIC 3267 Preston South,3187215,sma,Proprietary,WOW VIC 3267 Preston South,3187225,Inverter,STP 15000TL-30,1901319990,16.66,15000,3187225,2020-01-21 0:00:00,L1F011,Non-Zero Tripping,2022/12/16,2022/12/17,
Woolworths,WOW VIC 3303 Torquay,53f02df5-73d7-4b7e-a064-067f7421355c,sungrow,Proprietary,NaN,NaN,Inverter,NaN,NaN,99.82,NaN,1138656_1_2_1,NaN,L1S001,Exemplar Data AC,2022/10/19,2022/10/19,
Woolworths,WOW VIC 3303 Torquay,53f02df5-73d7-4b7e-a064-067f7421355c,sungrow,Proprietary,NaN,NaN,Inverter,NaN,NaN,99.82,NaN,1138656_1_2_1,NaN,L1S001,Exemplar Data AC,2023/01/07,2023/01/08,
Woolworths,WOW VIC 3405 Middle Camberwell,1170757,sungrow,Proprietary,WOW VIC 3405 Middle Camberwell,1170757_1_1_1,Inverter,SG110CX,A2190602129,100,110000,1170757_1_1_1,2022-09-29 6:12:25,L1F003,Zero Generation,2023/02/07,2023/02/11,
Woolworths,WOW VIC 3405 Middle Camberwell,1170757,sungrow,Proprietary,WOW VIC 3405 Middle Camberwell,1170757_1_1_1,Inverter,SG110CX,A2190602129,100,110000,1170757_1_1_1,2022-09-29 6:12:25,L1F003,Zero Generation,2023/04/24,2023/04/26,
Woolworths,WOW VIC 3716 Kilmore,1176504,sungrow,Proprietary,WOW VIC 3716 Kilmore,1176504_1_1_1,Inverter,SG110CX,A2131200995,100,110000,1176504_1_1_1,2022-10-28 10:08:37,L1F011,Non-Zero Tripping,2023/04/03,2023/04/04,
Woolworths,WOW VIC 3716 Kilmore,1176504,sungrow,Proprietary,WOW VIC 3716 Kilmore,1176504_1_1_1,Inverter,SG110CX,A2131200995,100,110000,1176504_1_1_1,2022-10-28 10:08:37,L1F011,Non-Zero Tripping,2023/02/09,2023/02/10,
Woolworths,WOW VIC 3805 Keysborough South,dd6b30c8-2184-4e12-b116-9f794b0090cc,sma,Proprietary,WOW VIC 3315 Churchill,1173826_1_1_1,Inverter,NaN,NaN,61.22,NaN,bb506efb-0fd7-4201-8c8b-c973b13c4760,NaN,L1S001,Exemplar Data AC,2022/12/19,2022/12/19,
Woolworths,WOW VIC 3806 Greenvale Lakes,1147450,sungrow,Proprietary,WOW VIC 3806 Greenvale Lakes,1147450_1_2_1,Inverter,SG110CX,A2182503997,111.6,110000,1147450_1_2_1,2022-05-27 10:38:09,L1F011,Non-Zero Tripping,2023/03/06,2023/03/06,
Woolworths,WOW VIC 3940 Cranbourne West,02d0a7b1-45bc-4b61-a3b5-768d98a00550,sma,Proprietary,WOW VIC 3389 Fishermans Bend,1157154_1_1_1,Inverter,NaN,NaN,27.71,NaN,5479691,NaN,L1F011,Non-Zero Tripping,2022/12/07,2022/12/09,
Woolworths,WOW VIC 3940 Cranbourne West,02d0a7b1-45bc-4b61-a3b5-768d98a00550,sma,Proprietary,WOW VIC 3389 Fishermans Bend,1157154_1_1_1,Inverter,NaN,NaN,27.71,NaN,5479691,NaN,L1F011,Non-Zero Tripping,2023/05/12,2023/05/13,
Woolworths,WOW VIC 3996 Rosenthal (Sunbury South),1036301,sma,Proprietary,WOW VIC 3996 Rosenthal (Sunbury South),1036312,Inverter,STP 15000TL-30,1901319676,16.6,15000,1036312,2019-05-29 0:00:00,L1S001,Exemplar Data AC,2023/02/19,2023/02/19,
Woolworths,WOW VIC 3996 Rosenthal (Sunbury South),1036301,sma,Proprietary,WOW VIC 3996 Rosenthal (Sunbury South),1036314,Inverter,STP 25000TL-30,1901295508,27.67,25000,1036314,2019-05-29 0:00:00,L1F011,Non-Zero Tripping,2022/11/05,2022/11/07,
Woolworths,WOW VIC 3996 Rosenthal (Sunbury South),1036301,sma,Proprietary,WOW VIC 3996 Rosenthal (Sunbury South),1036311,Inverter,STP 25000TL-30,1901295310,27.67,25000,1036311,2019-05-29 0:00:00,L1S001,Exemplar Data AC,2023/04/24,2023/04/24,
Woolworths,WOW VIC Dandenong North,1186734,sungrow,Proprietary,WOW VIC Dandenong North,1186734_1_1_1,Inverter,SG110CX,A21C2601282,132.71,110000,1186734_1_1_1,2022-12-06 11:26:09,L1F002,Generation Clipping,2023/02/07,2023/02/11,
Woolworths,WOW WA 4054 Thornlie Square,6306525,sma,Proprietary,WOW WA 4054 Thornlie Square,6306534,Inverter,STP 15000TL-30,1901399942,16.65,15000,6306534,2021-03-22 0:00:00,L1S001,Exemplar Data AC,2023/02/16,2023/02/17,
Woolworths,WOW WA 4054 Thornlie Square,6306525,sma,Proprietary,WOW WA 4054 Thornlie Square,6306531,Inverter,STP 25000TL-30,1980400923,27.75,25000,6306531,2021-03-22 0:00:00,L1F002,Generation Clipping,2022/12/17,2022/12/19,
Woolworths,WOW WA 4231 Banksia Grove,f785d2ba-75c2-4938-8a32-1d670dbd321d,sma,Proprietary,WOW WA 4231 Banksia Grove,33e9bed3-76f4-438e-a89e-d4f6b6d52c4e,Inverter,STP 25000TL-30,1901270373,27.77,25000,33e9bed3-76f4-438e-a89e-d4f6b6d52c4e,2018-04-23 0:00:00,L1S001,Exemplar Data AC,2023/04/18,2023/04/18,
Woolworths,WOW WA 4307 Kalamunda,6003975,sma,Proprietary,WOW WA 4307 Kalamunda,6004044,Inverter,STP 15000TL-30,1901381268,16.63,15000,6004044,2020-11-16 0:00:00,L1F002,Generation Clipping,2022/12/09,2022/12/10,
Woolworths,WOW WA 4307 Kalamunda,6003975,sma,Proprietary,WOW WA 4307 Kalamunda,6004046,Inverter,STP 25000TL-30,1901387441,27.71,25000,6004046,2020-11-16 0:00:00,L1F011,Non-Zero Tripping,2023/01/23,2023/01/29,
Woolworths,WOW WA 4310 Butler Central,635b65b3-8e0a-4019-b6cd-e5543c66d08f,sma,Proprietary,WOW WA 4310 Butler Central,2d23f7bb-c314-4017-8d9f-1b75e218b1f3,Inverter,STP 25000TL-30,1901210867,27.77,25000,2d23f7bb-c314-4017-8d9f-1b75e218b1f3,2018-06-18 0:00:00,L1S001,Exemplar Data AC,2023/04/19,2023/04/19,
Woolworths,WOW WA 4310 Butler Central,635b65b3-8e0a-4019-b6cd-e5543c66d08f,sma,Proprietary,WOW WA 4310 Butler Central,17b78cff-541a-4cdf-966c-53d85ab9196d,Inverter,STP 25000TL-30,1901249478,27.77,25000,17b78cff-541a-4cdf-966c-53d85ab9196d,2018-06-18 0:00:00,L1S001,Exemplar Data AC,2023/01/12,2023/01/12,
Woolworths,WOW WA 4310 Butler Central,635b65b3-8e0a-4019-b6cd-e5543c66d08f,sma,Proprietary,WOW WA 4310 Butler Central,410c7748-ba5b-4ca3-96a3-a8cacf697948,Inverter,STP 25000TL-30,1901249446,27.77,25000,410c7748-ba5b-4ca3-96a3-a8cacf697948,2018-06-18 0:00:00,L1F011,Non-Zero Tripping,2022/12/17,2022/12/19,
Woolworths,WOW WA 4310 Butler Central Stage 2,8732966,sma,Proprietary,WOW WA 4310 Butler Central Stage 2,8732977,Inverter,STP 110-60,A20B2702490,99.8,110000,8732977,2022-08-01 0:00:00,L1F004,Recurring Underperformance,2023/02/16,2023/02/26,
Woolworths,WOW WA 4388 Albany Brooks Garden,6308605,sma,Proprietary,WOW WA 4388 Albany Brooks Garden,6308609,Inverter,STP 25000TL-30,1980403749,27.75,25000,6308609,2021-03-23 0:00:00,L1F002,Generation Clipping,2022/12/19,2022/12/24,
Woolworths,WOW WA 4395 Mandurah,536a7d33-a3b1-4045-a757-4db247751a9f,sma,Proprietary,WOW WA 4395 Mandurah,74d697bd-d2d8-47d3-a7ba-11898655faaf,Inverter,STP 25000TL-30,1901211227,27.77,25000,74d697bd-d2d8-47d3-a7ba-11898655faaf,2018-01-30 0:00:00,L1S001,Exemplar Data AC,2023/04/18,2023/04/19,
Woolworths,WOW WA 4630 Balcatta,6204053,sma,Proprietary,WOW WA 4630 Balcatta,6204061,Inverter,STP 25000TL-30,1980400973,27.75,25000,6204061,2021-02-10 0:00:00,L1F011,Non-Zero Tripping,2022/11/23,2022/11/26,
Woolworths,WOW WA 4703 Coolbellup,6314060,sma,Proprietary,WOW WA 4703 Coolbellup,6314066,Inverter,STP 15000TL-30,1901319754,16.66,15000,6314066,2021-03-25 0:00:00,L1F004,Recurring Underperformance,2022/12/22,2022/12/24,
Property NSW,Wagga Wagga - 206 Fernleigh Rd,a35a10e3-5718-4d73-b6e7-8905c1db8a9e,solaredge,Proprietary,NaN,NaN,Inverter,NaN,NaN,23,NaN,W618-J8ML-9KRM-G6BE,NaN,L1F004,Recurring Underperformance,2023/05/10,2023/05/16,
Hunter New England LHD,Wallsend Health Campus New,bdf6af99-d234-4d30-96fd-da45022ba9cf,solaredge,Proprietary,NaN,NaN,Inverter,NaN,NaN,248.16,NaN,GZ7I-6QPT-Y38M-OPOQ,NaN,L1F012,Night-Time Generation,2022/06/04,2022/06/17,
Newcastle City Council,Wallsend Library,4449fc65-04cd-4c0e-99dc-4fa44a1ea17f,switchdin,Third-Party,NaN,NaN,Gateway,NaN,NaN,80.08,NaN,0001c0277af4,NaN,L1F004,Recurring Underperformance,2022/06/08,2022/06/16,
Newcastle City Council,Wallsend Library,4449fc65-04cd-4c0e-99dc-4fa44a1ea17f,switchdin,Third-Party,NaN,NaN,Gateway,NaN,NaN,80.08,NaN,0001c0277af4,NaN,L1F011,Non-Zero Tripping,2022/11/05,2022/11/12,
Bathurst Regional Council,"""Waste Management Centre """,0f5ae99e-035d-4116-a912-2ba10a969673,solarAnalytics,Third-Party,Bathurst Waste Management,304153,Smart Meter,NaN,NaN,46.8,NaN,304153,NaN,L1F011,Non-Zero Tripping,2023/02/14,2023/02/19,
Bathurst Regional Council,Water Filtration Plant,02f30bb5-fd44-44b9-b7d0-2ff3b8ef6e21,sma,Proprietary,Bathurst Water Filtration Plant Solar,98c42ce0-7cd3-4edb-b430-7704c7ea0b64,Inverter,STP 17000TL-10,2110592876,17.62,17000,98c42ce0-7cd3-4edb-b430-7704c7ea0b64,2014-09-09 0:00:00,L1F014,Excessive Generation,2022/11/18,2022/11/18,
Bathurst Regional Council,Water Filtration Plant,02f30bb5-fd44-44b9-b7d0-2ff3b8ef6e21,sma,Proprietary,Bathurst Water Filtration Plant Solar,98c42ce0-7cd3-4edb-b430-7704c7ea0b64,Inverter,STP 17000TL-10,2110592876,17.62,17000,98c42ce0-7cd3-4edb-b430-7704c7ea0b64,2014-09-09 0:00:00,L1F014,Excessive Generation,2022/12/26,2022/12/26,
Bathurst Regional Council,Water Filtration Plant,02f30bb5-fd44-44b9-b7d0-2ff3b8ef6e21,sma,Proprietary,Bathurst Water Filtration Plant Solar,25d48f9e-91b9-476f-ac5c-62d09964704c,Inverter,STP 17000TL-10,2110592664,17.62,17000,25d48f9e-91b9-476f-ac5c-62d09964704c,2014-09-09 0:00:00,L1F003,Zero Generation,2023/03/15,2023/03/17,
Lake Macquarie City Council,West Wallsend Pool,068553c8-6815-48cd-9c6f-a0d93d17d86c,switchdin,Third-Party,NaN,NaN,Gateway,NaN,NaN,69.24,NaN,b827ebc1281e,NaN,L1F011,Non-Zero Tripping,2022/11/05,2022/11/12,
Lake Macquarie City Council,West Wallsend Pool,068553c8-6815-48cd-9c6f-a0d93d17d86c,switchdin,Third-Party,NaN,NaN,Gateway,NaN,NaN,69.24,NaN,b827ebc1281e,NaN,L1F002,Generation Clipping,2022/11/05,2022/11/10,
Woolworths,Woolworth NSO - North Building,f43a4b2d-fded-47db-bdc6-618919384d65,sma,Proprietary,Woolworth NSO - North Building,6ab15343-e0ab-4034-8673-afe9ba8c7bbd,Inverter,STP50-40,3003784467,61.46,50000,6ab15343-e0ab-4034-8673-afe9ba8c7bbd,2020-10-08 0:00:00,L1F014,Excessive Generation,2022/10/04,2022/10/04,
Woolworths,Woolworth NSO - North Building,f43a4b2d-fded-47db-bdc6-618919384d65,sma,Proprietary,Woolworth NSO - North Building,08aee004-29b0-48d5-9643-e5cbf24e3fb8,Inverter,STP50-40,3007937384,61.46,50000,08aee004-29b0-48d5-9643-e5cbf24e3fb8,2020-10-08 0:00:00,L1F013,Negative Generation,2023/03/01,2023/03/01,
Woolworths,Woolworth NSO - West Building,c542fb8a-4855-4d7c-8ce0-e4b8bc7ec286,sma,Proprietary,Woolworth NSO - West Building,c02db88e-13f6-4e92-80c8-1cc19ab766e9,Inverter,STP50-40,3007937415,58.06,50000,c02db88e-13f6-4e92-80c8-1cc19ab766e9,2020-09-22 0:00:00,L1F002,Generation Clipping,2022/11/17,2022/11/26,
Woolworths,Woolworth NSO - West Building,c542fb8a-4855-4d7c-8ce0-e4b8bc7ec286,sma,Proprietary,Woolworth NSO - West Building,c02db88e-13f6-4e92-80c8-1cc19ab766e9,Inverter,STP50-40,3007937415,58.06,50000,c02db88e-13f6-4e92-80c8-1cc19ab766e9,2020-09-22 0:00:00,L1F012,Night-Time Generation,2023/02/05,2023/02/06,
Property NSW,Yass - 13 Mitchell St,67afb302-70fe-4948-bf16-aad1c8ae6e2c,solaredge,Proprietary,NaN,NaN,Inverter,NaN,NaN,23,NaN,V1UL-DVF9-FGCO-C4U3,NaN,L1F002,Generation Clipping,2022/02/11,2022/02/22,
Property NSW,PNSW Transport Yass,8ddb93fe-99f8-44ae-954c-a0d5a92f49ca,fronius,Proprietary,PNSW Transport Yass,e4cb93e4-9492-477e-901c-ae7000197ada,Inverter,FRONIUS Eco 25.0-3-S,31458403,30.36,25000,e4cb93e4-9492-477e-901c-ae7000197ada,2022-04-07 0:00:00,L1F002,Generation Clipping,2022/12/13,2022/12/21,
Inner West Council,Yirran Gumal ELC,7a4eccfc-214d-4ad9-a179-6937a5639b96,wattwatchers,Third-Party,Yirran Gumal ELC,DD64108190548,Smart Meter,NaN,NaN,16.845,NaN,WMDF-9E73-TDI4-1UGX,NaN,L1F004,Recurring Underperformance,2022/06/08,2022/06/12,
Inner West Council,Yirran Gumal ELC,7a4eccfc-214d-4ad9-a179-6937a5639b96,wattwatchers,Third-Party,Yirran Gumal ELC,DD64108190548,Smart Meter,NaN,NaN,16.845,NaN,WMDF-9E73-TDI4-1UGX,NaN,L1F011,Non-Zero Tripping,2022/11/05,2022/11/10,
Woolworths,DM NSW 1441 Wagga,3f74093c-aa4d-4ad9-93dc-eac73fa52d84,sma,Proprietary,DM NSW 1441 Wagga,6316287,Inverter,STP 20000TL-30,1900714376,22.2,20000,6316287,2019-05-15 0:00:00,L1S001,Exemplar Data AC,2023/01/10,2023/01/10,
Woolworths,DM NSW 1618 Kirrawee,08f51276-fff4-42b7-b1ec-fbdf7e94f2b0,sma,Proprietary,DM NSW 1618 Kirrawee,6605825,Inverter,STP 110-60,A20B2702387,99.9,110000,6605825,2021-06-21 0:00:00,L1S001,Exemplar Data AC,2023/02/04,2023/02/05,
Woolworths,DM NSW 1679 Katoomba,d3e5eec8-f462-4225-82bc-539252765743,sma,Proprietary,DM NSW 1679 Katoomba,6396283,Inverter,STP 110-60,A20B2702418,99.9,110000,6396283,2021-04-28 0:00:00,L1S001,Exemplar Data AC,2023/03/08,2023/03/09,
Woolworths,DM NSW 1801 Wentworthville,78f7cd52-ae08-4cb9-81b5-815e5afb1136,sma,Proprietary,DM NSW 1801 Wentworthville,5380167,Inverter,STP 25000TL-30,1901365437,89.9,25000,5380167,2020-07-13 0:00:00,L1S001,Exemplar Data AC,2023/02/04,2023/02/04,
Woolworths,DM NSW 1822 Bathurst,85b11a62-fab9-43d0-9572-be4e90da2f9e,sma,Proprietary,DM NSW 1822 Bathurst,8336807,Inverter,STP 110-60,A20B2704554,99.9,110000,8336807,2022-06-15 0:00:00,L1S001,Exemplar Data AC,2023/02/05,2023/02/06,
Woolworths,DM NSW 1862 Leichardt,0d38c3a2-529e-4e3f-a2f4-54477fbc9a5b,sungrow,Proprietary,DM NSW 1862 Leichardt,1149192_1_2_1,Inverter,SG110CX,A2161806179,100,110000,1149192_1_2_1,2022-06-07 12:50:42,L1S001,Exemplar Data AC,2023/02/04,2023/02/05,
Woolworths,DM NSW 1871 Armidale,6a4426d5-0210-4796-9ab1-59d7201301a7,sma,Proprietary,DM NSW 1871 Armidale,7378664,Inverter,STP 15000TL-30,1901377030,16.9,15000,7378664,2020-03-20 0:00:00,L1S001,Exemplar Data AC,2023/03/16,2023/03/17,
Woolworths,DM NSW 1871 Armidale,6a4426d5-0210-4796-9ab1-59d7201301a7,sma,Proprietary,DM NSW 1871 Armidale,7378664,Inverter,STP 15000TL-30,1901377030,16.9,15000,7378664,2020-03-20 0:00:00,L1S001,Exemplar Data AC,2023/03/19,2023/03/19,
Woolworths,DM NSW 1886 Port Macquarie,f9f69b7f-e3d4-471f-ae7f-0a8766d104d6,sma,Proprietary,DM NSW 1886 Port Macquarie,6942021,Inverter,STP 110-60,A20B2702381,99.9,110000,6942021,2021-09-14 0:00:00,L1S001,Exemplar Data AC,2023/02/17,2023/02/17,
Woolworths,DM SA 5063 Pasadena,8a40e552-a734-4561-9059-33a91a8ffc08,sma,Proprietary,DM SA 5063 Pasadena,5973565,Inverter,STP 25000TL-30,1901369331,25.08,25000,5973565,2020-10-30 0:00:00,L1S001,Exemplar Data AC,2023/05/15,2023/05/15,
Woolworths,DM SA 5722 Welland,4ea6dd95-d04a-4b96-b2c9-6a84d0bd92af,sma,Proprietary,DM SA 5722 Welland,6027673,Inverter,STP 20000TL-30,1980408246,23.03,20000,6027673,2020-11-26 0:00:00,L1S001,Exemplar Data AC,2023/02/06,2023/02/07,
Woolworths,DM SA 5793 Munno Para,838d9791-7577-4950-b7e9-31de3d05f6bd,sma,Proprietary,DM SA 5793 Munno Para,6758048,Inverter,STP 25000TL-30,1901386758,28.71,25000,6758048,2020-07-13 0:00:00,L1S001,Exemplar Data AC,2023/02/06,2023/02/07,
Woolworths,DM SA 5954 Mount Barker,6ace06a8-dc5b-4d36-9b26-a9097abe9731,sma,Proprietary,DM SA 5954 Mount Barker,1114095,Inverter,STP 15000TL-30,1901279347,16.66,15000,1114095,2019-06-12 0:00:00,L1S001,Exemplar Data AC,2023/02/14,2023/02/14,
Woolworths,BW VIC 388 Wonthaggi,7382696,sma,Proprietary,BW VIC 388 Wonthaggi,7382707,Inverter,STP 110-60,A2142712263,99.9,110000,7382707,2021-12-15 0:00:00,L1S001,Exemplar Data AC,2022/12/27,2022/12/27,
Woolworths,BW VIC 393 Wangaratta,7603742,sma,Proprietary,BW VIC 393 Wangaratta,7603747,Inverter,STP 110-60,A2130101681,99.9,110000,7603747,2022-02-10 0:00:00,L1S001,Exemplar Data AC,2023/01/07,2023/01/08,
Woolworths,BW VIC 393 Wangaratta,7603742,sma,Proprietary,BW VIC 393 Wangaratta,7603747,Inverter,STP 110-60,A2130101681,99.9,110000,7603747,2022-02-10 0:00:00,L1S001,Exemplar Data AC,2023/01/10,2023/01/11,
